id;code;description;default_value
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-road;fa-road css class;fa-road
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-rocket;fa-rocket css class;fa-rocket
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-rss;fa-rss css class;fa-rss
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-rss-square;fa-rss-square css class;fa-rss-square
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-search;fa-search css class;fa-search
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-search-minus;fa-search-minus css class;fa-search-minus
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-search-plus;fa-search-plus css class;fa-search-plus
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-share;fa-share css class;fa-share
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-share-square;fa-share-square css class;fa-share-square
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-share-square-o;fa-share-square-o css class;fa-share-square-o
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-shield;fa-shield css class;fa-shield
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-shopping-cart;fa-shopping-cart css class;fa-shopping-cart
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-sign-in;fa-sign-in css class;fa-sign-in
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-sign-out;fa-sign-out css class;fa-sign-out
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-signal;fa-signal css class;fa-signal
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-sitemap;fa-sitemap css class;fa-sitemap
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-smile-o;fa-smile-o css class;fa-smile-o
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-sort;fa-sort css class;fa-sort
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-sort-alpha-asc;fa-sort-alpha-asc css class;fa-sort-alpha-asc
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-sort-alpha-desc;fa-sort-alpha-desc css class;fa-sort-alpha-desc
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-sort-amount-asc;fa-sort-amount-asc css class;fa-sort-amount-asc
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-sort-amount-desc;fa-sort-amount-desc css class;fa-sort-amount-desc
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-sort-asc;fa-sort-asc css class;fa-sort-asc
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-sort-desc;fa-sort-desc css class;fa-sort-desc
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-sort-down;fa-sort-down css class;fa-sort-down
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-sort-numeric-asc;fa-sort-numeric-asc css class;fa-sort-numeric-asc
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-sort-numeric-desc;fa-sort-numeric-desc css class;fa-sort-numeric-desc
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-sort-up;fa-sort-up css class;fa-sort-up
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-spinner;fa-spinner css class;fa-spinner
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-square;fa-square css class;fa-square
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-square-o;fa-square-o css class;fa-square-o
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-star;fa-star css class;fa-star
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-star-half;fa-star-half css class;fa-star-half
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-star-half-empty;fa-star-half-empty css class;fa-star-half-empty
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-star-half-full;fa-star-half-full css class;fa-star-half-full
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-star-half-o;fa-star-half-o css class;fa-star-half-o
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-star-o;fa-star-o css class;fa-star-o
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-subscript;fa-subscript css class;fa-subscript
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-suitcase;fa-suitcase css class;fa-suitcase
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-sun-o;fa-sun-o css class;fa-sun-o
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-superscript;fa-superscript css class;fa-superscript
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-tablet;fa-tablet css class;fa-tablet
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-tachometer;fa-tachometer css class;fa-tachometer
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-tag;fa-tag css class;fa-tag
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-tags;fa-tags css class;fa-tags
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-tasks;fa-tasks css class;fa-tasks
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-terminal;fa-terminal css class;fa-terminal
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-thumb-tack;fa-thumb-tack css class;fa-thumb-tack
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-thumbs-down;fa-thumbs-down css class;fa-thumbs-down
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-thumbs-o-down;fa-thumbs-o-down css class;fa-thumbs-o-down
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-thumbs-o-up;fa-thumbs-o-up css class;fa-thumbs-o-up
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-thumbs-up;fa-thumbs-up css class;fa-thumbs-up
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-ticket;fa-ticket css class;fa-ticket
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-times;fa-times css class;fa-times
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-times-circle;fa-times-circle css class;fa-times-circle
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-times-circle-o;fa-times-circle-o css class;fa-times-circle-o
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-tint;fa-tint css class;fa-tint
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-toggle-down;fa-toggle-down css class;fa-toggle-down
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-toggle-left;fa-toggle-left css class;fa-toggle-left
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-toggle-right;fa-toggle-right css class;fa-toggle-right
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-toggle-up;fa-toggle-up css class;fa-toggle-up
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-trash-o;fa-trash-o css class;fa-trash-o
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-trophy;fa-trophy css class;fa-trophy
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-truck;fa-truck css class;fa-truck
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-umbrella;fa-umbrella css class;fa-umbrella
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-unlock;fa-unlock css class;fa-unlock
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-unlock-alt;fa-unlock-alt css class;fa-unlock-alt
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-unsorted;fa-unsorted css class;fa-unsorted
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-upload;fa-upload css class;fa-upload
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-user;fa-user css class;fa-user
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-users;fa-users css class;fa-users
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-video-camera;fa-video-camera css class;fa-video-camera
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-volume-down;fa-volume-down css class;fa-volume-down
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-volume-off;fa-volume-off css class;fa-volume-off
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-volume-up;fa-volume-up css class;fa-volume-up
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-warning;fa-warning css class;fa-warning
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-wheelchair;fa-wheelchair css class;fa-wheelchair
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-wrench;fa-wrench css class;fa-wrench
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-check-square;fa-check-square css class;fa-check-square
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-check-square-o;fa-check-square-o css class;fa-check-square-o
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-circle;fa-circle css class;fa-circle
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-circle-o;fa-circle-o css class;fa-circle-o
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-dot-circle-o;fa-dot-circle-o css class;fa-dot-circle-o
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-minus-square;fa-minus-square css class;fa-minus-square
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-minus-square-o;fa-minus-square-o css class;fa-minus-square-o
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-plus-square;fa-plus-square css class;fa-plus-square
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-plus-square-o;fa-plus-square-o css class;fa-plus-square-o
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-square;fa-square css class;fa-square
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-square-o;fa-square-o css class;fa-square-o
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-bitcoin;fa-bitcoin css class;fa-bitcoin
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-btc;fa-btc css class;fa-btc
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-cny;fa-cny css class;fa-cny
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-dollar;fa-dollar css class;fa-dollar
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-eur;fa-eur css class;fa-eur
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-euro;fa-euro css class;fa-euro
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-gbp;fa-gbp css class;fa-gbp
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-inr;fa-inr css class;fa-inr
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-jpy;fa-jpy css class;fa-jpy
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-krw;fa-krw css class;fa-krw
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-money;fa-money css class;fa-money
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-rmb;fa-rmb css class;fa-rmb
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-rouble;fa-rouble css class;fa-rouble
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-rub;fa-rub css class;fa-rub
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-ruble;fa-ruble css class;fa-ruble
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-rupee;fa-rupee css class;fa-rupee
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-try;fa-try css class;fa-try
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-turkish-lira;fa-turkish-lira css class;fa-turkish-lira
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-usd;fa-usd css class;fa-usd
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-won;fa-won css class;fa-won
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-yen;fa-yen css class;fa-yen
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-align-center;fa-align-center css class;fa-align-center
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-align-justify;fa-align-justify css class;fa-align-justify
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-align-left;fa-align-left css class;fa-align-left
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-align-right;fa-align-right css class;fa-align-right
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-bold;fa-bold css class;fa-bold
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-chain;fa-chain css class;fa-chain
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-chain-broken;fa-chain-broken css class;fa-chain-broken
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-clipboard;fa-clipboard css class;fa-clipboard
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-columns;fa-columns css class;fa-columns
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-copy;fa-copy css class;fa-copy
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-cut;fa-cut css class;fa-cut
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-dedent;fa-dedent css class;fa-dedent
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-eraser;fa-eraser css class;fa-eraser
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-file;fa-file css class;fa-file
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-file-o;fa-file-o css class;fa-file-o
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-file-text;fa-file-text css class;fa-file-text
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-file-text-o;fa-file-text-o css class;fa-file-text-o
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-files-o;fa-files-o css class;fa-files-o
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-floppy-o;fa-floppy-o css class;fa-floppy-o
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-font;fa-font css class;fa-font
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-indent;fa-indent css class;fa-indent
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-italic;fa-italic css class;fa-italic
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-link;fa-link css class;fa-link
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-list;fa-list css class;fa-list
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-list-alt;fa-list-alt css class;fa-list-alt
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-list-ol;fa-list-ol css class;fa-list-ol
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-list-ul;fa-list-ul css class;fa-list-ul
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-outdent;fa-outdent css class;fa-outdent
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-paperclip;fa-paperclip css class;fa-paperclip
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-paste;fa-paste css class;fa-paste
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-repeat;fa-repeat css class;fa-repeat
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-rotate-left;fa-rotate-left css class;fa-rotate-left
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-rotate-right;fa-rotate-right css class;fa-rotate-right
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-save;fa-save css class;fa-save
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-scissors;fa-scissors css class;fa-scissors
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-strikethrough;fa-strikethrough css class;fa-strikethrough
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-table;fa-table css class;fa-table
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-text-height;fa-text-height css class;fa-text-height
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-text-width;fa-text-width css class;fa-text-width
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-th;fa-th css class;fa-th
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-th-large;fa-th-large css class;fa-th-large
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-th-list;fa-th-list css class;fa-th-list
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-underline;fa-underline css class;fa-underline
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-undo;fa-undo css class;fa-undo
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-unlink;fa-unlink css class;fa-unlink
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-angle-double-down;fa-angle-double-down css class;fa-angle-double-down
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-angle-double-left;fa-angle-double-left css class;fa-angle-double-left
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-angle-double-right;fa-angle-double-right css class;fa-angle-double-right
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-angle-double-up;fa-angle-double-up css class;fa-angle-double-up
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-angle-down;fa-angle-down css class;fa-angle-down
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-angle-left;fa-angle-left css class;fa-angle-left
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-angle-right;fa-angle-right css class;fa-angle-right
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-angle-up;fa-angle-up css class;fa-angle-up
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-arrow-circle-down;fa-arrow-circle-down css class;fa-arrow-circle-down
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-arrow-circle-left;fa-arrow-circle-left css class;fa-arrow-circle-left
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-arrow-circle-o-down;fa-arrow-circle-o-down css class;fa-arrow-circle-o-down
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-arrow-circle-o-left;fa-arrow-circle-o-left css class;fa-arrow-circle-o-left
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-arrow-circle-o-right;fa-arrow-circle-o-right css class;fa-arrow-circle-o-right
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-arrow-circle-o-up;fa-arrow-circle-o-up css class;fa-arrow-circle-o-up
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-arrow-circle-right;fa-arrow-circle-right css class;fa-arrow-circle-right
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-arrow-circle-up;fa-arrow-circle-up css class;fa-arrow-circle-up
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-arrow-down;fa-arrow-down css class;fa-arrow-down
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-arrow-left;fa-arrow-left css class;fa-arrow-left
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-arrow-right;fa-arrow-right css class;fa-arrow-right
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-arrow-up;fa-arrow-up css class;fa-arrow-up
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-arrows;fa-arrows css class;fa-arrows
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-arrows-alt;fa-arrows-alt css class;fa-arrows-alt
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-arrows-h;fa-arrows-h css class;fa-arrows-h
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-arrows-v;fa-arrows-v css class;fa-arrows-v
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-caret-down;fa-caret-down css class;fa-caret-down
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-caret-left;fa-caret-left css class;fa-caret-left
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-caret-right;fa-caret-right css class;fa-caret-right
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-caret-square-o-down;fa-caret-square-o-down css class;fa-caret-square-o-down
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-caret-square-o-left;fa-caret-square-o-left css class;fa-caret-square-o-left
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-caret-square-o-right;fa-caret-square-o-right css class;fa-caret-square-o-right
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-caret-square-o-up;fa-caret-square-o-up css class;fa-caret-square-o-up
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-caret-up;fa-caret-up css class;fa-caret-up
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-chevron-circle-down;fa-chevron-circle-down css class;fa-chevron-circle-down
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-chevron-circle-left;fa-chevron-circle-left css class;fa-chevron-circle-left
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-chevron-circle-right;fa-chevron-circle-right css class;fa-chevron-circle-right
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-chevron-circle-up;fa-chevron-circle-up css class;fa-chevron-circle-up
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-chevron-down;fa-chevron-down css class;fa-chevron-down
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-chevron-left;fa-chevron-left css class;fa-chevron-left
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-chevron-right;fa-chevron-right css class;fa-chevron-right
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-chevron-up;fa-chevron-up css class;fa-chevron-up
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-hand-o-down;fa-hand-o-down css class;fa-hand-o-down
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-hand-o-left;fa-hand-o-left css class;fa-hand-o-left
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-hand-o-right;fa-hand-o-right css class;fa-hand-o-right
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-hand-o-up;fa-hand-o-up css class;fa-hand-o-up
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-long-arrow-down;fa-long-arrow-down css class;fa-long-arrow-down
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-long-arrow-left;fa-long-arrow-left css class;fa-long-arrow-left
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-long-arrow-right;fa-long-arrow-right css class;fa-long-arrow-right
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-long-arrow-up;fa-long-arrow-up css class;fa-long-arrow-up
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-toggle-down;fa-toggle-down css class;fa-toggle-down
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-toggle-left;fa-toggle-left css class;fa-toggle-left
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-toggle-right;fa-toggle-right css class;fa-toggle-right
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-toggle-up;fa-toggle-up css class;fa-toggle-up
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-arrows-alt;fa-arrows-alt css class;fa-arrows-alt
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-backward;fa-backward css class;fa-backward
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-compress;fa-compress css class;fa-compress
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-eject;fa-eject css class;fa-eject
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-expand;fa-expand css class;fa-expand
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-fast-backward;fa-fast-backward css class;fa-fast-backward
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-fast-forward;fa-fast-forward css class;fa-fast-forward
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-forward;fa-forward css class;fa-forward
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-pause;fa-pause css class;fa-pause
HIBERNATE_SEQUENCE.NEXTVAL;C_SYSTEM-D_FA.fa-play;fa-play css class;fa-play
